Ausgabe,Datum,Locales?,Neues aus Köln?,Wochentag
1910_1_6_399230.txt,1910-01-06,0,0,3
1910_1_10_399235.txt,1910-01-10,0,0,0
1910_1_11_399236.txt,1910-01-11,0,0,1
1910_1_18_399244.txt,1910-01-18,0,0,1
1910_1_19_399245.txt,1910-01-19,0,0,2
1910_1_21_399247.txt,1910-01-21,0,0,4
1910_1_22_399248.txt,1910-01-22,0,0,5
1910_1_24_399384.txt,1910-01-24,0,0,0
1910_1_25_399385.txt,1910-01-25,0,0,1
1910_1_27_399387.txt,1910-01-27,0,0,3
1910_1_28_399388.txt,1910-01-28,0,0,4
1910_1_31_399392.txt,1910-01-31,0,0,0
1910_2_1_399393.txt,1910-02-01,0,0,1
1910_2_2_399394.txt,1910-02-02,0,0,2
1910_2_3_399395.txt,1910-02-03,0,0,3
1910_2_4_399396.txt,1910-02-04,0,0,4
1910_2_9_399400.txt,1910-02-09,0,0,2
1910_2_10_399401.txt,1910-02-10,0,0,3
1910_2_11_399402.txt,1910-02-11,0,0,4
1910_2_12_399403.txt,1910-02-12,0,0,5
1910_2_15_399407.txt,1910-02-15,0,0,1
1910_2_17_399409.txt,1910-02-17,0,0,3
1910_2_18_399410.txt,1910-02-18,0,0,4
1910_3_3_399425.txt,1910-03-03,0,0,3
1910_3_4_399426.txt,1910-03-04,0,0,4
1910_3_7_399430.txt,1910-03-07,0,0,0
1910_3_8_399431.txt,1910-03-08,0,0,1
1910_3_9_399432.txt,1910-03-09,0,0,2
1910_3_10_399433.txt,1910-03-10,0,0,3
1910_3_11_399434.txt,1910-03-11,0,0,4
1910_3_12_399435.txt,1910-03-12,0,0,5
1910_3_16_399440.txt,1910-03-16,0,0,2
1910_3_17_399442.txt,1910-03-17,0,0,3
1910_3_18_399443.txt,1910-03-18,0,0,4
1910_3_19_399444.txt,1910-03-19,0,0,5
1910_3_21_399447.txt,1910-03-21,0,0,0
1910_3_22_399448.txt,1910-03-22,0,0,1
1910_3_23_399449.txt,1910-03-23,0,0,2
1910_3_24_399450.txt,1910-03-24,0,0,3
1910_3_25_399451.txt,1910-03-25,0,0,4
1910_3_26_399452.txt,1910-03-26,0,0,5
1910_3_29_399455.txt,1910-03-29,0,0,1
1910_3_30_399456.txt,1910-03-30,0,0,2
1910_3_31_399457.txt,1910-03-31,0,0,3
1910_4_1_399458.txt,1910-04-01,0,0,4
1910_4_6_399463.txt,1910-04-06,0,0,2
1910_4_7_399464.txt,1910-04-07,0,0,3
1910_4_8_399468.txt,1910-04-08,0,0,4
1910_4_11_399472.txt,1910-04-11,0,0,0
1910_4_12_399473.txt,1910-04-12,0,0,1
1910_4_15_399476.txt,1910-04-15,0,0,4
1910_4_16_399477.txt,1910-04-16,0,0,5
1910_4_20_399482.txt,1910-04-20,0,0,2
1910_4_21_399483.txt,1910-04-21,0,0,3
1910_4_22_399484.txt,1910-04-22,0,0,4
1910_4_23_399485.txt,1910-04-23,0,0,5
1910_4_26_399489.txt,1910-04-26,0,0,1
1910_4_29_399492.txt,1910-04-29,0,0,4
1910_5_2_399496.txt,1910-05-02,0,0,0
1910_5_4_399498.txt,1910-05-04,0,0,2
1910_5_5_399499.txt,1910-05-05,0,0,3
1910_5_7_399501.txt,1910-05-07,0,0,5
1910_5_11_399506.txt,1910-05-11,0,0,2
1910_5_13_399508.txt,1910-05-13,0,0,4
1910_5_18_399513.txt,1910-05-18,0,0,2
1910_5_19_399514.txt,1910-05-19,0,0,3
1910_5_23_399519.txt,1910-05-23,0,0,0
1910_5_24_399520.txt,1910-05-24,0,0,1
1910_5_25_399521.txt,1910-05-25,0,0,2
1910_5_26_399522.txt,1910-05-26,0,0,3
1910_5_27_399523.txt,1910-05-27,0,0,4
1910_5_30_399527.txt,1910-05-30,0,0,0
1910_6_1_399529.txt,1910-06-01,0,0,2
1910_6_2_399530.txt,1910-06-02,0,0,3
1910_6_3_399531.txt,1910-06-03,0,0,4
1910_6_4_399532.txt,1910-06-04,0,0,5
1910_6_10_399539.txt,1910-06-10,0,0,4
1910_6_11_399540.txt,1910-06-11,0,0,5
1910_6_13_399543.txt,1910-06-13,0,0,0
1910_6_14_399544.txt,1910-06-14,0,0,1
1910_6_21_399552.txt,1910-06-21,0,0,1
1910_6_22_399553.txt,1910-06-22,0,0,2
1910_6_27_415744.txt,1910-06-27,0,0,0
1910_6_28_415745.txt,1910-06-28,0,0,1
1910_7_1_415748.txt,1910-07-01,0,0,4
1910_7_4_415752.txt,1910-07-04,0,0,0
1910_7_5_415753.txt,1910-07-05,0,0,1
1910_7_12_415761.txt,1910-07-12,0,0,1
1910_7_13_415762.txt,1910-07-13,0,0,2
1910_7_14_415763.txt,1910-07-14,0,0,3
1910_7_16_415765.txt,1910-07-16,0,0,5
1910_7_18_415768.txt,1910-07-18,0,0,0
1910_7_20_415770.txt,1910-07-20,0,0,2
1910_7_22_415772.txt,1910-07-22,0,0,4
1910_7_23_415773.txt,1910-07-23,0,0,5
1910_7_25_415776.txt,1910-07-25,0,0,0
1910_7_26_415777.txt,1910-07-26,0,0,1
1910_7_27_415778.txt,1910-07-27,0,0,2
1910_7_29_415780.txt,1910-07-29,0,0,4
1910_7_30_415781.txt,1910-07-30,0,0,5
1910_8_1_415784.txt,1910-08-01,0,0,0
1910_8_2_415785.txt,1910-08-02,0,0,1
1910_8_6_415789.txt,1910-08-06,0,0,5
1910_8_8_415792.txt,1910-08-08,0,0,0
1910_8_10_415794.txt,1910-08-10,0,0,2
1910_8_11_415795.txt,1910-08-11,0,0,3
1910_8_12_415796.txt,1910-08-12,0,0,4
1910_8_13_415797.txt,1910-08-13,0,0,5
1910_8_16_415801.txt,1910-08-16,0,0,1
1910_8_17_415802.txt,1910-08-17,0,0,2
1910_8_19_415804.txt,1910-08-19,0,0,4
1910_8_24_415810.txt,1910-08-24,0,0,2
1910_8_25_415811.txt,1910-08-25,0,0,3
1910_8_27_415813.txt,1910-08-27,0,0,5
1910_8_29_415816.txt,1910-08-29,0,0,0
1910_9_3_415821.txt,1910-09-03,0,0,5
1910_9_5_415824.txt,1910-09-05,0,0,0
